,loss,accuracy,val_loss,val_accuracy,Numbers
0,0.027304718270897865,0.9915872812271118,0.018835650756955147,0.9946666955947876,1
1,0.020726732909679413,0.9934285879135132,0.021723194047808647,0.9940000176429749,2
2,0.017632804811000824,0.994603157043457,0.019516073167324066,0.9954285621643066,3
3,0.018498973920941353,0.9944761991500854,0.019492603838443756,0.9943809509277344,4
4,0.017562642693519592,0.9948889017105103,0.02374640665948391,0.9936190247535706,5
5,0.018040554597973824,0.9947618842124939,0.022067135199904442,0.9935238361358643,6
6,0.015799570828676224,0.995206356048584,0.0229156706482172,0.9942857027053833,7
7,0.014520272612571716,0.9953968524932861,0.0299025010317564,0.9929524064064026,8
8,0.015814943239092827,0.9951428771018982,0.021899882704019547,0.9952380657196045,9
9,0.015131548047065735,0.9960317611694336,0.02365545555949211,0.9940000176429749,10
10,0.013318954035639763,0.9960634708404541,0.024200160056352615,0.9939047694206238,11
11,0.016826482489705086,0.9947936534881592,0.03567430377006531,0.9904761910438538,12
12,0.01112192403525114,0.9965079426765442,0.022705212235450745,0.9940952658653259,13
13,0.010892565362155437,0.9963809251785278,0.028524670749902725,0.9937142729759216,14
14,0.011004187166690826,0.9962857365608215,0.02431514300405979,0.9939047694206238,15
15,0.010054453276097775,0.9968571662902832,0.023400774225592613,0.9943809509277344,16
16,0.010507696308195591,0.9966031908988953,0.021503489464521408,0.9953333139419556,17
17,0.010372303426265717,0.9965079426765442,0.029105834662914276,0.9928571581840515,18
18,0.0085462536662817,0.9971110820770264,0.02837645821273327,0.9939047694206238,19
19,0.007454885635524988,0.9976508021354675,0.025338340550661087,0.9953333139419556,20
20,0.008778827264904976,0.997269868850708,0.023310162127017975,0.9945714473724365,21
21,0.008639606647193432,0.9971746206283569,0.026365062221884727,0.9940952658653259,22
22,0.007392555940896273,0.9973650574684143,0.0261756032705307,0.9936190247535706,23
23,0.007172749377787113,0.9977142810821533,0.025298142805695534,0.9942857027053833,24
24,0.0077484119683504105,0.9971428513526917,0.023482315242290497,0.994857132434845,25
25,0.008630176074802876,0.9973650574684143,0.028149671852588654,0.9941904544830322,26
26,0.006804065778851509,0.9975237846374512,0.021505212411284447,0.9951428771018982,27
27,0.0074586449190974236,0.9978412985801697,0.026861462742090225,0.994857132434845,28
28,0.006081548985093832,0.9982222318649292,0.030879266560077667,0.9940000176429749,29
29,0.006787789985537529,0.9979047775268555,0.03249475732445717,0.9936190247535706,30
30,0.007346190977841616,0.9978412985801697,0.031036365777254105,0.9939047694206238,31
31,0.007518465630710125,0.9975555539131165,0.026402948424220085,0.9938095211982727,32
32,0.005689267069101334,0.9980635046958923,0.029382888227701187,0.9940952658653259,33
33,0.005543013568967581,0.9981904625892639,0.03355852887034416,0.9944761991500854,34
34,0.006393049377948046,0.9981269836425781,0.023918062448501587,0.9951428771018982,35
35,0.004607564304023981,0.9984444379806519,0.029934942722320557,0.9942857027053833,36
36,0.005302310921251774,0.9982222318649292,0.02627684362232685,0.9942857027053833,37
37,0.005567700602114201,0.9981904625892639,0.02903616800904274,0.994952380657196,38
38,0.005043488461524248,0.9983809590339661,0.031382422894239426,0.9935238361358643,39
39,0.0057502142153680325,0.9985079169273376,0.027422189712524414,0.9943809509277344,40
40,0.0035256219562143087,0.9987936615943909,0.028300048783421516,0.9950476288795471,41
41,0.005372614599764347,0.9982222318649292,0.03514552861452103,0.9935238361358643,42
42,0.005418435204774141,0.9983491897583008,0.026718413457274437,0.9953333139419556,43
43,0.004291574936360121,0.9986666440963745,0.031072821468114853,0.9940952658653259,44
44,0.004573298152536154,0.9984126687049866,0.03313714265823364,0.9935238361358643,45
45,0.004185711499303579,0.998634934425354,0.031365253031253815,0.9943809509277344,46
46,0.005247132852673531,0.9984444379806519,0.026531029492616653,0.9956190586090088,47
47,0.0028671203181147575,0.9991745948791504,0.03137988969683647,0.994857132434845,48
48,0.004171667154878378,0.9985714554786682,0.0385814793407917,0.9937142729759216,49
49,0.004720647353678942,0.9985396862030029,0.02873128466308117,0.9944761991500854,50
50,0.0029522189870476723,0.9991111159324646,0.027601255103945732,0.9952380657196045,51
51,0.004776481073349714,0.9983809590339661,0.032802604138851166,0.9941904544830322,52
52,0.003363363677635789,0.9987301826477051,0.03130689635872841,0.9946666955947876,53
53,0.0036146037746220827,0.9985079169273376,0.030727185308933258,0.994952380657196,54
54,0.0030454860534518957,0.9990476369857788,0.03184642270207405,0.994857132434845,55
55,0.0029101825784891844,0.9990158677101135,0.030759146437048912,0.9951428771018982,56
56,0.005297424271702766,0.9984126687049866,0.02815631404519081,0.9951428771018982,57
57,0.004380556754767895,0.9985396862030029,0.029814641922712326,0.9950476288795471,58
58,0.0025708372704684734,0.9990476369857788,0.039648640900850296,0.9935238361358643,59
59,0.0036745991092175245,0.9988571405410767,0.03596806526184082,0.9940952658653259,60
60,0.004370068199932575,0.9984444379806519,0.031482893973588943,0.9947618842124939,61
61,0.0023724630009382963,0.9990158677101135,0.0329410694539547,0.9945714473724365,62
62,0.00353253330104053,0.9988253712654114,0.0315496027469635,0.9946666955947876,63
63,0.003247075481340289,0.9991111159324646,0.02805495262145996,0.9958094954490662,64
64,0.004491705913096666,0.998634934425354,0.02938784845173359,0.9955238103866577,65
65,0.0024274573661386967,0.9990476369857788,0.027124915271997452,0.9951428771018982,66
